rnum,productGb,prdlstReportNo,prdlstNm,prdkind,prdkindstate,capacity,manufacture,seller,rawmtrl,allergy,nutrient,barcode,imgurl1,imgurl2
8760,식품,19960144406231,리얼 부산 전골용어묵,어묵,유탕처리제품/살균제품,237g,㈜늘푸른바다 제3공장/(051)262-3347/부산광역시 사하구 다산로 277,㈜이마트/(02)380-5678/서울시 성동구 뚝섬로 377(성수동2가),"*완두어묵A-연육(수입산/어육,설탕,D-소르비톨,산도조절제),완두콩(캐나다산)12.97%,전분가공품(폴란드산),밀가루,D-소르비톨액 *매콤문어어묵A-연육(수입산/어육,설탕,D-소르비톨,산도조절제),문어(중국산)12.76%,고추(국산)8.93%,오징어,전분가공품 *파프리카어묵A-연육(수입산/어육,설탕,D-소르비톨,산도조절제),파프리카(국산)15.71%,밀가루(미국,호주산),전분가공품,정제소금 *부추어묵A-연육(수입산/어육,설탕,D-소르비톨,산도조절제),부추(중국산)15.71%,전분가공품(폴란드산),밀가루,D-소르비톨액 *매콤잡채어묵A-연육(수입산/어육,설탕,D-소르비톨,산도조절제),고추(국산)9.94%,당면(중국산)8.52%,전분가공품,밀가루 *어묵면1-연육(수입산/어육,설탕,D-소르비톨,산도조절제),혼합제제(독일산/초산전분,말토덱스트린),정제소금(국산),글리신,L-글루타민산나트륨(향미증진제) *어묵탕용액상소스3-정제수,백설탕,양조간장[탈지대두(인도산),소맥(밀:미국산),천일염,액상과당,주정],정제소금(국산),농축스프베이스,가쓰오부시엑기스NO-70(고등어,대두),소스류,가수분해동물성단백질,향미증진제,카라멜색소,자몽종자추출물 *어묵탕용건더기스프-동결건조대파88.2%[대파97%(국산),포도당],건미역(국산),건홍고추링","대두,밀,오징어,계란,고등어 함유","1회 제공량(50g) 총약5회 제공량(237g) 1회 제공량당 함량 *%영양성분기준치 : 열량 65kcal,탄수화물10g 3%, 당류1g, 단백질 6g 9%,지방0.7g 1%, 포화지방0.4g 3%, 트랜스지방 0g, 콜레스테롤5mg 1%, 나트륨 410mg 21%, *%영양성분 기준치:1일 영양성분 기준치에 대한 비율",8809265020967,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406231/19960144406231-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406231/19960144406231-2.jpg
8761,식품,19960144406214,새우볼,어묵,유탕처리제품/살균제품,100g,(주)늘푸른바다 제3공장_부산광역시 사하구 다산로 277,_,"연육(미국산/어육,설탕,D-소르비톨,산도조절제),흰다리새우(베트남산)26.68%,양파(국산),당근,대파,혼합가공치즈,난백분,백설탕,대두유,타피오카전분,정제소금,조미액-씨(소스류),혼합제제(초산전분,말토덱스트린),L-글루타민산나트륨(향미증진제),D-자일로오스,혼합제제말토덱스트린,L-에스코르빈산나트륨,트랜스글루타미나아제(효소제제),포도당,α-글루코시다아제(효소제제)","계란,대두,새우,우유",알수없음,8809265020851,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406214/19960144406214-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406214/19960144406214-2.jpg
8762,식품,19960144406192,소시지말이,어묵,유탕처리제품/살균제품,200g,(주)늘푸른바다 제3공장_부산광역시 사하구 다산로 277,_,"연육(미국산/어육,설탕,D-소비톨,산도조절제),소시지21.82%[돼지고기(외국산/미국,스페인,네덜란드)50.7%,국내산49.3%,정제수,정제염(국산),블렌디드시즈닝-에스,콜라겐,보로나시즈닝],양파(국산),당근,가공치즈,난백액,설탕,전분가공품,대파,대두유,식품첨가물혼합제제(초산전분,말토덱스트린),정제소금,소스류,L-글루탐산나트륨(향미증진제),D-자일로오스,식품첨가물혼합제제[제삼인산Na,분리대두단백,농축대두단백,트랜스글루타미나아제(효소제제),말토덱스트린]","계란,우유,대두,돼지고기",알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406192/19960144406192-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406192/19960144406192-2.jpg
8763,식품,19960144406180,소시지말이(A),어묵,유탕처리제품/살균제품,200g / 1봉(2개입),(주)늘푸른바다 제3공장_부산광역시 사하구 다산로 277,(주)늘푸른바다 제3공장_부산광역시 사하구 다산로 277,"연육(미국산/어육,설탕,D-소르비톨,산도조절제),소시지21.82%[돼지고기(외국산/미국,스페인,네덜란드)50.7%,국내산49.3%),정제수,정제염(국내산),블렌디드시즈닝-에스{L-글루탐산나트륨(향미증진제)},콜라겐,보로나시즈닝],양파(국산),당근,대파,혼합가공치즈(우유,대두),난백액(계란),백설탕,타피오카전분,대두유,혼합제제(초산전분,말토덱스트린),정제소금,조미액-씨(소스류/대두),L-글루타민산나트륨(향미증진제),D-자일로오스,혼합제제[말토덱스트린,L-아스코르빈산나트륨,트랜스글루타미나아제(효소제제),포도당,α-글루코시다아제효소제제)]","계란, 대두, 우유, 돼지고기",알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406180/19960144406180-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406180/19960144406180-2.jpg
8764,식품,19960144406133,백설공주봉,어육소시지,살균제품,192g,(주)늘푸른바다 제3공장_부산광역시 사하구 다산로 277,_,"명태연육68.25%(미국산/어육,설탕,D-소비톨,산도조절제),연성치즈17.06%(미국산/우유,크림,정제소금,컬쳐,로커스트콩검),전분가공품(폴란드산),D-소비톨액,소스류(대두),식품첨가물혼합제제(초산전분,말토덱스트린),정제소금,난백분,포도당,설탕,L-글루탐산나트륨(향미증진제),식품첨가물혼합제제[말토덱스트린,아스코브산Na,트랜스글루타미나아제(효소제제),포도당,α-글루코시다아제(효소제제)],글리신,5'-리보뉴클레오티드이나트륨,카라기난","계란,우유,대두",알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406133/19960144406133-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960144406133/19960144406133-2.jpg
8766,식품,19960080359722,붕어빵믹스,곡류가공품,알수없음,10kg,씨제이제일제당㈜ 서울특별시 구로구 경인로 518,알수없음,"밀가루(밀:호주,미국산),백설탕,식물성쇼트닝(팜유:말레이시아산),쇼트닝[정제우지(호주산),정제가공유지(팜올레인경화유:말레이시아산),정제팜올레인유,합성착향료(버터향),d-토코페롤(혼합형),혼합제제[옥수수유,β-카로틴(합성착색료),dl-a-토코페롤)],옥수수전분,알파옥수수가루,혼합분유,포도당,정제소금,베이킹파우더(산도조절제,전분,유화제),탄산수소나트륨","밀,우유,대두,쇠고기 함유",알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359722/19960080359722-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359722/19960080359722-2.jpg
8767,식품,19960080359719,옛날호떡믹스,곡류가공품,알수없음,10kg,씨제이제일제당㈜ 서울특별시 구로구 경인로 518,알수없음,"밀가루(밀:미국,캐나다산),알파옥수수가루(옥수수:인도산),백설탕,정제소금(국내산),베이킹파우더(산도조절제,전분,유화제),건조효모(건조효모,소르비탄지방산에스테르),포도당,혼합제제(포도당,바닐린,에틸바닐린,프로필렌글리콜,바닐라추출물,말톨,변성전분,피페로날,에틸말톨,제삼인산칼슘)",밀 함유,알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359719/19960080359719-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359719/19960080359719-2.jpg
8768,식품,19960080359718,메밀부침가루,곡류가공품,알수없음,500g,씨제이제일제당(주)_서울특별시 구로구 경인로 518,씨제이제일제당(주)_서울특별시 구로구 경인로 518,"메밀가루50%(메밀:중국산),밀가루(밀:호주산),보리가루(보리:국내산),현미가루(현미:국내산),천일염(국내산)","밀,메밀","총 내용량 500g 100g당 370kcal
100g당 1일영양성분 기준치에 대한 비율
나트륨350mg 18%, 탄수화물78g 24%, 당류1g 1%, 지방2.1g 4%, 트랜스지방0g, 포화지방0.5g 3%,  콜레스테롤0mg 0%, 단백질10g 18%
1일 영양성분 기준치에 대한 비율(%)은 2,000kcal 기준이므로 개인의 필요 열량에 따라 다를 수 있습니다.",8801007334158,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359718/19960080359718-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359718/19960080359718-2.jpg
8769,식품,19960080359709,아메리칸 와플믹스,곡류가공품,알수없음,10kg,씨제이제일제당㈜ 서울특별시 구로구 경인로 518,알수없음,"밀가루(밀:미국산),백설탕,식물성쇼트닝-씨(팜유:말레이시아산),옥수수가루(옥수수:인도산),피코쇼트닝[정제우지,정제가공유지(팜올레인경화유),정제팜올레인유,합성착향료(버터향),d-토코페롤(혼합형),혼합제제{옥수수유,β-카로틴(합성착색료),d-a-토코페롤}],식물성크림,베이킹파우더(산도조절제,전분,유화제),포도당,정제소금,혼합제제{가공유지,버터,채종유,프로필렌글리콜,합성착향료(버터향),d-a-토코페롤}","밀,대두,우유,쇠고기 함유",알수없음,알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359709/19960080359709-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359709/19960080359709-2.jpg
8770,식품,19960080359701,크림리조또 KIT,기타가공품,알수없음,"180g(리조또용건조쌀120g,크림리조또파우더60g)",씨제이제일제당㈜/서울특별시 구로구 경인로 518,알수없음,"*리조또용건조쌀:멥쌀99.35%(국내산),식용유지가공품,혼합제제(산도조절제) *크림리조또파우더:혼합버터분말{버터혼합분말(가공버터:수입산),유크림분말(유크림:국내산)},분말유크림26%{가공버터(호주산),유크림(국내산),유당,유청단백분말,제이인산칼륨},경성가공치즈(덴마크산,치즈분말,제이인산나트륨),베지터블브로스분말(덱스트린,당근,양파,비프엑기스에프,버터),변성전분,치킨부용베이스,복합조미분말,대두유,정제소금,흑후추가루,덱스트린,로스티드갈릭파우더","밀,우유,대두,쇠고기,닭고기 함유","총분량 180g 표시기준분량(100g) 100g당 함량 *%영양성분 기준치 : 열량 435kcal,탄수화물67g 20%, 당류3g, 단백질 8g 15%,지방15g 29%, 포화지방9g 60%, 트랜스지방 0.5g미만, 콜레스테롤30mg 10%, 나트륨 390mg 20%, *%영양성분 기준치:1일 영양성분 기준치에 대한 비율",8801007531564,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359701/19960080359701-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359701/19960080359701-2.jpg
8772,식품,19960080359699,트러플 리조또 KIT,기타가공품,알수없음,"180g(리조또용건조쌀120g,트러플리조또파우더60g)",씨제이제일제당㈜/서울특별시 구로구 경인로 518,알수없음,"*리조또용건조쌀:멥쌀99.35%(국내산),식용유지가공품,혼합제제(산도조절제) *트러플리조또파우더:혼합버터분말{버터혼합분말(가공버터:수입산),유크림분말(유크림:국내산)},분말유크림{가공버터(호주산),유크림(국내산),유당,유청단백분말,제이인산칼륨},경성가공치즈(덴마크산,치즈분말,제이인산나트륨),변성전분,베지터블브로스분말(덱스트린,당근,양파,비프엑기스에프,버터),복합조미분말,트러플향오일1.3%(이탈리아산),덱스트린,비프브로스파우다,양송이시즈닝파우더,정제소금,흑후추가루,로스티드갈릭파우더","밀,우유,대두,쇠고기 함유","총분량 180g 표시기준분량(100g) 100g당 함량 *%영양성분 기준치 : 열량 450kcal,탄수화물66g 20%, 당류6g, 단백질 8g 15%,지방17g 33%, 포화지방10g 67%, 트랜스지방 0.5g미만, 콜레스테롤50mg 17%, 나트륨 290mg 15%, *%영양성분 기준치:1일 영양성분 기준치에 대한 비율",8801007531588,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359699/19960080359699-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359699/19960080359699-2.jpg
8773,식품,19960080359698,맥앤치즈 KIT,기타가공품,알수없음,"180g(마카로니90g,맥앤치즈파우더90g)",씨제이제일제당㈜/서울특별시 구로구 경인로 518,알수없음,"*마카로니(끼페리니리가띠):이탈리아산/세몰리나듀럼밀100% *맥앤치즈파우더:분말유크림{가공버터(호주산),유크림(국내산),유당,유청단백분말,제이인산칼륨},저너지분유(우유:국내산),경성가공치즈16.6%(덴마크산,치즈분말,제이인산나트륨),혼합버터유(버터농축액,물엿),밀가루,엠피씨85,치즈혼합분말(Ⅱ)5%{야자경화유(외국산),유당(미국산),자연치즈20%(외국산),정제가공유지,카제인나트륨},변성전분,천일염,혼합제제(말토덱스트린,버터향),파프리카추출색소,체다치즈향버드0.25%(미국산),야채육수분말,치자황색소,안나토색소","밀,대두,우유,닭고기 함유","100g당 함량 *%영양성분기준치 : 열량 460kcal,탄수화물54g 16%, 당류9g, 단백질 16g 29%,지방20g 39%, 포화지방12g 80%, 트랜스지방 0.5g미만, 콜레스테롤30mg 10%, 나트륨 510mg 26%,  *%영양성분 기준치:1일 영양성분 기준치에 대한 비율 ",8801007531601,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359698/19960080359698-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359698/19960080359698-2.jpg
8775,식품,19960080359696,오꼬노미야끼 KIT,곡류가공품,알수없음,"170g(오꼬노미야끼파우더118g,오꼬노미야끼소스50g,가쓰오부시2g)",씨제이제일제당㈜/서울특별시 구로구 경인로 518,알수없음,"*오꼬노미야끼파우더:밀가루(밀:미국,호주산),고구마전분(중국산),정제소금(국내산),다랑어복합조미분말,백설탕,새우엑기스분말,마늘분말,베이킹파우더(산도조절제,전분,유화제),복합조미식품,양파분말,마가루,잔탄검,생강가루,효모추출물,흑후추분말, *오꼬노미야끼소스:오꼬노미소스59%{액상과당,우스타소스(토마토페이스트:미국산),토마토케첩(토마토페이스트:외국산),양조식초,백설탕,L-글루탐산나트륨(향미증진제),향미증진제},정제수,오꼬노미야끼풍미인핸서4.59%{대추농축액(대추:국내산),굴소스(홍콩산)},액상과당,토마토케첩(토마토페이스트:외국산),사과농축액,우스타소스,진간장S,포도당,양조식초,백설탕,정제소금,녹차추출풍미액 *가쓰오부시:건조가다랑어","밀,대두,새우,토마토,닭고기,조개류(굴) 함유","총내용량 170g 100g당 280kcal, 100g당 1일영양성분 기준치에 대한 비율 : 나트륨 870mg 44%, 탄수화물60g 19%,당류 8g 8%, 지방0.8g 1%, 트랜스지방0g, 포화지방0.3g 2%, 콜레스테롤 5mg미만 1%, 단백질 8g 15%, 1일 영양성분 기준치에 대한 비율(%)은 2,000kcal기준이므로 개인의 필요 열량에 따라 다를수 있습니다.   ",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359696/19960080359696-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359696/19960080359696-2.jpg
8776,식품,19960080359695,감자수제비 KIT,곡류가공품,알수없음,"340g(감자수제비가루260g,멸치육수소스80g)",씨제이제일제당㈜/서울특별시 구로구 경인로 518,알수없음,"*감자수제비가루:밀가루(밀:호주산),감자전분플러스17.5%(감자전분:독일산96%,국내산4%),정제소금 *멸치육수소스:물엿,멸치엑기스19%{멸치추출액(멸치:국내산),글루마일드,향미증진제,DL-알라닌,글리신,정제소금(국내산)},정제수,다시다멸치7%{정제소금(국내산),L-글루탐산나트륨(향미증진제),포도당,조미멸치분말(멸치:국내산),멸치추출농축액(멸치:국내산)},북어엑기스{북어추출액(북어:러시아산),정제소금(국내산)},무즙엑기스(S),정제소금,깊고진한맛베이스1호,감칠맛우린베이스1호,백설탕,다시마엑기스","밀,대두,쇠고기 함유","총분량 340g 표시기준분량(100g) 100g당 함량 *%영양성분 기준치 : 열량 305kcal,탄수화물66g 20%, 당류2g, 단백질 8g 15%,지방1.2g 2%, 포화지방0.5g 3%, 트랜스지방 0g, 콜레스테롤0mg 0%, 나트륨 1000mg 50%, *%영양성분 기준치:1일 영양성분 기준치에 대한 비율",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359695/19960080359695-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359695/19960080359695-2.jpg
8777,식품,19960080359694,찹쌀탕수육 KIT,전분가공품,알수없음,"340g(찹쌀탕수육파우더70gx2,탕수육소스100gx2)",씨제이제일제당㈜ 서울특별시 구로구 경인로 518,알수없음,"찹쌀탕수육파우더:감자전분플러스(감자전분:독일96%,국내산4%),전분가공품(태국산,타피오카전분,말토덱스트린,구아검),찹쌀가루15%(찹쌀:국내산),밀가루,대두유,천일염,구아검,흑후추분말 탕수육소스:백설탕,물엿,양조식초{맥아엑기스(미국산),주정,발효영양원},정제수,진간장S{탈지대두(수입산),액상과당,천일염(호주산),밀가루,주정,파라옥시안식향산에틸(합성보존료)},맛내기베이스5호[콩발효맛내기{콩발효맛내기액(대두:수입산)},돈골엑기스(돈골:국내산)],변성전분,카라멜색소","밀,대두,돼지고기,쇠고기 함유","총분량 340g 표시기준분량(100g) 100g당 함량 *%영양성분 기준치 열량 290kcal, 탄수화물 65g 20%,당류 24g,단백질 1g 2%,지방 2.8g 5%, 포화지방 0.5g 3%,트랜스지방 0g,콜레스테롤 0mg 0%,나트륨 390mg 20% *%영양성분 기준치:1일 영양성분 기준치에 대한 비율",알수없음,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359694/19960080359694-1.jpg,http://www.haccp.or.kr/fresh/prdimg/1996/19960080359694/19960080359694-2.jpg
